6.6704e+06,1.2506e+06,1.1414e+05,1.3705e+05,1.8297e+06,4.043e+05,2.6674e+06,9.8881e+05,4.6567e+05,1.5185e+05,83338,8.0928e+06
6.534e+06,1.2222e+06,1.1284e+05,1.3519e+05,1.8059e+06,3.9809e+05,2.625e+06,9.7368e+05,4.5465e+05,1.4915e+05,82586,7.9594e+06
6.4055e+06,1.1946e+06,1.1157e+05,1.3342e+05,1.783e+06,3.9285e+05,2.5845e+06,9.5892e+05,4.4585e+05,1.4657e+05,81905,7.8332e+06
6.2835e+06,1.169e+06,1.1034e+05,1.3198e+05,1.7607e+06,3.8879e+05,2.5459e+06,9.4473e+05,4.3926e+05,1.4425e+05,81269,7.7162e+06
NaN,1.145e+06,1.0924e+05,1.3079e+05,1.7397e+06,3.8562e+05,2.5097e+06,9.3151e+05,4.3507e+05,1.4205e+05,80670,7.6093e+06
6.073e+06,1.1232e+06,1.0825e+05,1.2996e+05,1.7204e+06,3.8337e+05,2.4768e+06,9.1948e+05,4.3262e+05,1.4008e+05,80159,7.5144e+06
5.9835e+06,1.1041e+06,1.0739e+05,1.2942e+05,1.7032e+06,3.8185e+05,2.4468e+06,9.0903e+05,4.3186e+05,1.3839e+05,79764,7.4318e+06
5.9043e+06,1.0877e+06,1.0672e+05,1.292e+05,1.6881e+06,3.8101e+05,2.4188e+06,9.0005e+05,4.3257e+05,1.3703e+05,79441,7.3607e+06
5.8394e+06,1.0743e+06,1.0624e+05,1.293e+05,1.6754e+06,3.8076e+05,2.3947e+06,8.9325e+05,4.344e+05,1.3594e+05,79214,7.3034e+06
5.7874e+06,1.0639e+06,1.0591e+05,1.2972e+05,1.6655e+06,3.8096e+05,2.374e+06,8.8887e+05,4.372e+05,1.3508e+05,79081,7.2603e+06
5.7511e+06,1.0575e+06,1.057e+05,1.3045e+05,1.6592e+06,3.817e+05,2.3584e+06,8.8714e+05,4.4128e+05,1.3445e+05,78985,7.2348e+06
5.729e+06,1.0543e+06,1.0561e+05,1.3148e+05,1.6562e+06,3.8305e+05,2.3472e+06,8.8824e+05,4.469e+05,1.3398e+05,78925,7.2259e+06
5.7217e+06,1.0549e+06,1.0564e+05,1.3271e+05,1.6554e+06,3.8473e+05,2.3397e+06,8.9142e+05,4.5386e+05,1.3367e+05,78905,7.231e+06
5.729e+06,1.0595e+06,1.0582e+05,1.3413e+05,1.6569e+06,3.8664e+05,2.3352e+06,8.9595e+05,4.618e+05,1.3348e+05,78934,7.2484e+06
5.7493e+06,1.0689e+06,1.0617e+05,1.357e+05,1.6599e+06,3.8879e+05,2.3349e+06,9.0155e+05,4.7013e+05,1.3352e+05,79037,7.2786e+06
NaN,1.0838e+06,1.0657e+05,1.3735e+05,1.6656e+06,3.9121e+05,2.3385e+06,9.0805e+05,4.7875e+05,1.3381e+05,79246,7.3228e+06
5.8306e+06,1.1058e+06,1.0706e+05,1.3913e+05,1.6748e+06,3.9405e+05,2.3451e+06,9.153e+05,4.8784e+05,1.3436e+05,79567,7.3831e+06
5.8896e+06,1.1327e+06,1.0765e+05,1.41e+05,1.6858e+06,3.973e+05,2.355e+06,9.2303e+05,4.9748e+05,1.3509e+05,79935,7.455e+06
5.9633e+06,1.1605e+06,1.0845e+05,1.4304e+05,1.6986e+06,4.0082e+05,2.3685e+06,9.3117e+05,5.0821e+05,1.3617e+05,80329,7.5358e+06
6.0495e+06,1.1889e+06,1.094e+05,1.4518e+05,1.7129e+06,4.0473e+05,2.3894e+06,9.396e+05,5.2039e+05,1.3751e+05,80747,7.6287e+06
6.1461e+06,1.2179e+06,1.1041e+05,1.4744e+05,1.728e+06,4.0925e+05,2.4124e+06,9.4836e+05,5.3291e+05,1.3901e+05,81193,7.7269e+06
